CustomerKey,Full_Name,EmailAddress,AnnualIncome,EducationLevel,Occupation,Gender
22609,CLARENCE CAI,clarence14@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22610,BRENT CHEN,brent2@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22614,TOMMY SHAN,tommy7@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22630,ROGER WU,roger11@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22631,THEODORE SERRANO,theodore17@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22644,MARC ORTEGA,marc26@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22649,COREY TANG,corey4@adventure-works.com,"$30,000",Bachelors,Clerical,Male
22651,FREDERICK SARA,frederick9@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23901,MAX GUTIERREZ,max11@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23903,HAROLD SUBRAM,harold10@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23905,JOSE ZHANG,jose18@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23908,MAX SANZ,max18@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23988,CESAR SÁNCHEZ,cesar20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
23989,DAMIEN BECK,damien35@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24027,OMAR TANG,omar24@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24034,PEDRO RUIZ,pedro22@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24038,EVAN TURNER,evan29@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24058,ALVIN LAL,alvin31@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24154,ORLANDO RAMOS,orlando17@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24193,LOUIS BECKER,louis36@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24194,ARMANDO MARTIN,armando0@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24203,KEITH XIE,keith5@adventure-works.com,"$30,000",Bachelors,Clerical,Male
24204,DARREN GONZALEZ,darren19@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25453,DREW SHE,drew0@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25454,TERRY SHE,terry3@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25553,BRETT SRINI,brett8@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25571,RICHARD LOPEZ,richard23@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25572,ALLEN GONZALEZ,allen17@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25587,ISAIAH YOUNG,isaiah42@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25588,JERRY PAL,jerry13@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25595,LARRY ROWE,larry3@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25597,ALAN SHE,alan27@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25600,DEREK ANAND,derek20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25616,JÉSUS RUBIO,jésus20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25618,ALBERT HERNANDEZ,albert6@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25619,RAFAEL RAJI,rafael45@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25736,DARRELL STONE,darrell11@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25739,CORY RODRIGUEZ,cory16@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25743,ALVIN LIU,alvin5@adventure-works.com,"$30,000",Bachelors,Clerical,Male
25744,GABRIEL GRIFFIN,gabriel18@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26359,GEORGE RAMAN,george18@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26360,MAX BLANCO,max15@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26830,LEVI PEREZ,levi19@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26831,DREW RAJE,drew15@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26915,PETER KUMAR,peter14@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26928,ROGER NARA,roger44@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26941,GERALD VAZQUEZ,gerald23@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26953,ROY RUBIO,roy41@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26954,GERALD TORRES,gerald20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
26966,CEDRIC ZHANG,cedric0@adventure-works.com,"$30,000",Bachelors,Clerical,Male
27120,CLARENCE KUMAR,clarence22@adventure-works.com,"$30,000",Bachelors,Clerical,Male
27124,RAYMOND KOVAR,raymond5@adventure-works.com,"$30,000",Bachelors,Clerical,Male
27125,ALBERT DOMINGUEZ,albert13@adventure-works.com,"$30,000",Bachelors,Clerical,Male
27771,TERRANCE SUBRAM,terrance10@adventure-works.com,"$30,000",Bachelors,Clerical,Male
27896,ORLANDO TORRES,orlando11@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28370,EDDIE GUTIERREZ,eddie11@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28372,VINCENT HU,vincent20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28477,KENNETH TANG,kenneth4@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28510,GREGORY ANDERSEN,gregory16@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28516,VINCENT LIN,vincent7@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28519,JÉSUS RAMOS,jésus16@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28531,JARED REED,jared22@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28532,TONY XIE,tony6@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28690,CORY CHANDRA,cory20@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28691,ALEJANDRO ANDERSEN,alejandro38@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28694,LARRY SUAREZ,larry21@adventure-works.com,"$30,000",Bachelors,Clerical,Male
28712,GREGORY GOEL,gregory23@adventure-works.com,"$30,000",Bachelors,Clerical,Male
29370,MASON KELLY,mason4@adventure-works.com,"$30,000",Bachelors,Clerical,Male
29466,LANCE JIMENEZ,lance5@adventure-works.com,"$30,000",Bachelors,Clerical,Male
29482,CLAYTON ZHANG,clayton0@adventure-works.com,"$30,000",Bachelors,Clerical,Male
29483,JÉSUS NAVARRO,jésus9@adventure-works.com,"$30,000",Bachelors,Clerical,Male
11337,JEROME ROMERO,jerome7@adventure-works.com,"$10,000",Bachelors,Manual,Male
11343,ARTHUR CARLSON,arthur41@adventure-works.com,"$10,000",Bachelors,Manual,Male
12217,KYLE ROBERTS,kyle34@adventure-works.com,"$10,000",Bachelors,Manual,Male
12218,MITCHELL XU,mitchell4@adventure-works.com,"$10,000",Bachelors,Manual,Male
12219,KURT NARA,kurt17@adventure-works.com,"$10,000",Bachelors,Manual,Male
12535,CLIFFORD KAPOOR,clifford1@adventure-works.com,"$10,000",Bachelors,Manual,Male
12536,JAVIER DOMINGUEZ,javier7@adventure-works.com,"$10,000",Bachelors,Manual,Male
12537,TERRENCE LUO,terrence6@adventure-works.com,"$10,000",Bachelors,Manual,Male
12543,RUBEN ALVAREZ,ruben28@adventure-works.com,"$10,000",Bachelors,Manual,Male
12544,BRUCE JORDAN,bruce1@adventure-works.com,"$10,000",Bachelors,Manual,Male
13501,CLAYTON ZHU,clayton13@adventure-works.com,"$10,000",Bachelors,Manual,Male
14533,ROBERTO ALONSO,roberto8@adventure-works.com,"$10,000",Bachelors,Manual,Male
14540,RANDY LIN,randy9@adventure-works.com,"$10,000",Bachelors,Manual,Male
16039,STEVE YANG,steve9@adventure-works.com,"$10,000",Bachelors,Manual,Male
16043,MATHEW ROMERO,mathew5@adventure-works.com,"$10,000",Bachelors,Manual,Male
17706,GABRIEL COLEMAN,gabriel2@adventure-works.com,"$10,000",Bachelors,Manual,Male
17712,GARY BLANCO,gary26@adventure-works.com,"$10,000",Bachelors,Manual,Male
17877,DANNY BLANCO,danny16@adventure-works.com,"$10,000",Bachelors,Manual,Male
17879,SETH RIVERA,seth81@adventure-works.com,"$10,000",Bachelors,Manual,Male
17887,JOEL MADAN,joel7@adventure-works.com,"$10,000",Bachelors,Manual,Male
17889,BLAKE TAYLOR,blake8@adventure-works.com,"$20,000",Bachelors,Manual,Male
19249,CHAD ANDERSEN,chad15@adventure-works.com,"$10,000",Bachelors,Manual,Male
20137,JARROD FERNANDEZ,jarrod15@adventure-works.com,"$10,000",Bachelors,Manual,Male
20139,CONNOR WRIGHT,connor48@adventure-works.com,"$10,000",Bachelors,Manual,Male
20140,JOE NAVARRO,joe33@adventure-works.com,"$10,000",Bachelors,Manual,Male
20798,MATHEW MUNOZ,mathew3@adventure-works.com,"$10,000",Bachelors,Manual,Male
20800,CONNOR JENKINS,connor3@adventure-works.com,"$10,000",Bachelors,Manual,Male
20961,KEITH GOLDBERG,keith23@adventure-works.com,"$10,000",Bachelors,Manual,Male
22550,KRISTOPHER RANA,kristopher10@adventure-works.com,"$10,000",Bachelors,Manual,Male
22554,GILBERT XU,gilbert26@adventure-works.com,"$10,000",Bachelors,Manual,Male
22555,ETHAN TAYLOR,ethan42@adventure-works.com,"$20,000",Bachelors,Manual,Male
22556,OSCAR GRIFFIN,oscar7@adventure-works.com,"$20,000",Bachelors,Manual,Male
23968,CALEB BAKER,caleb37@adventure-works.com,"$10,000",Bachelors,Manual,Male
23969,COLE SANDERS,cole4@adventure-works.com,"$10,000",Bachelors,Manual,Male
23975,FRANK BLANCO,frank23@adventure-works.com,"$10,000",Bachelors,Manual,Male
25541,GARY HERNANDEZ,gary14@adventure-works.com,"$10,000",Bachelors,Manual,Male
25542,GERALD GUTIERREZ,gerald19@adventure-works.com,"$10,000",Bachelors,Manual,Male
25688,PATRICK MORRIS,patrick23@adventure-works.com,"$10,000",Bachelors,Manual,Male
28450,NELSON MARTIN,nelson0@adventure-works.com,"$10,000",Bachelors,Manual,Male
28455,RAYMOND SARA,raymond12@adventure-works.com,"$10,000",Bachelors,Manual,Male
28460,NATHAN POWELL,nathan4@adventure-works.com,"$20,000",Bachelors,Manual,Male
29435,STANLEY RODRIGUEZ,stanley21@adventure-works.com,"$10,000",Bachelors,Manual,Male
29442,DAMIEN YUAN,damien24@adventure-works.com,"$10,000",Bachelors,Manual,Male
12326,GLENN ZHOU,glenn9@adventure-works.com,"$170,000",Partial College,Management,Male
12327,EDWIN LIANG,edwin17@adventure-works.com,"$100,000",Partial College,Management,Male
12330,PRESTON RAMAN,preston11@adventure-works.com,"$100,000",Partial College,Management,Male
12353,JOE RAMOS,joe41@adventure-works.com,"$110,000",Partial College,Management,Male
12354,LANCE ORTEGA,lance22@adventure-works.com,"$110,000",Partial College,Management,Male
13606,DREW SHARMA,drew10@adventure-works.com,"$100,000",Partial College,Management,Male
15705,GABRIEL SIMMONS,gabriel12@adventure-works.com,"$100,000",Partial College,Management,Male
15728,KEITH SHARMA,keith12@adventure-works.com,"$110,000",Partial College,Management,Male
17240,DUSTIN LUO,dustin5@adventure-works.com,"$110,000",Partial College,Management,Male
17241,OMAR CHANDER,omar36@adventure-works.com,"$110,000",Partial College,Management,Male
17242,DALE CHANDE,dale12@adventure-works.com,"$110,000",Partial College,Management,Male
18176,BRADLEY KUMAR,bradley10@adventure-works.com,"$110,000",Partial College,Management,Male
19098,XAVIER EVANS,xavier40@adventure-works.com,"$110,000",Partial College,Management,Male
19936,COREY LUO,corey5@adventure-works.com,"$100,000",Partial College,Management,Male
19937,JIMMY GOMEZ,jimmy3@adventure-works.com,"$100,000",Partial College,Management,Male
19939,ALVIN WANG,alvin2@adventure-works.com,"$160,000",Partial College,Management,Male
19942,ARMANDO NAVARRO,armando10@adventure-works.com,"$170,000",Partial College,Management,Male
19962,DOMINIC PRASAD,dominic9@adventure-works.com,"$110,000",Partial College,Management,Male
20587,SHANNON JOHNSTON,shannon27@adventure-works.com,"$100,000",Partial College,Management,Male
20590,TODD ZHANG,todd2@adventure-works.com,"$100,000",Partial College,Management,Male
20610,JESSIE ZHOU,jessie13@adventure-works.com,"$110,000",Partial College,Management,Male
20612,COLIN YANG,colin5@adventure-works.com,"$110,000",Partial College,Management,Male
20614,GREGORY SHAN,gregory13@adventure-works.com,"$110,000",Partial College,Management,Male
21539,PHILLIP RAMAN,phillip13@adventure-works.com,"$100,000",Partial College,Management,Male
21856,EMMANUEL SANCHEZ,emmanuel18@adventure-works.com,"$120,000",Partial College,Management,Male
22828,FRANCISCO SURI,francisco1@adventure-works.com,"$160,000",Partial College,Management,Male
22830,LEE TRAVERS,lee10@adventure-works.com,"$120,000",Partial College,Management,Male
23630,DOMINIC FERNANDEZ,dominic16@adventure-works.com,"$160,000",Partial College,Management,Male
24901,CLARENCE SHE,clarence16@adventure-works.com,"$110,000",Partial College,Management,Male
25801,COLIN RAJI,colin44@adventure-works.com,"$150,000",Partial College,Management,Male
25802,CLAYTON HE,clayton17@adventure-works.com,"$120,000",Partial College,Management,Male
25804,NELSON TORRES,nelson10@adventure-works.com,"$150,000",Partial College,Management,Male
25823,JAIME XIE,jaime27@adventure-works.com,"$110,000",Partial College,Management,Male
25826,NATHANIEL WATSON,nathaniel1@adventure-works.com,"$110,000",Partial College,Management,Male
27330,BRENDAN NARA,brendan14@adventure-works.com,"$120,000",Partial College,Management,Male
27352,DOUGLAS SUBRAM,douglas17@adventure-works.com,"$110,000",Partial College,Management,Male
27353,GILBERT ANDERSEN,gilbert34@adventure-works.com,"$110,000",Partial College,Management,Male
27362,ALEX COOPER,alex12@adventure-works.com,"$110,000",Partial College,Management,Male
27959,ARMANDO RAMOS,armando17@adventure-works.com,"$110,000",Partial College,Management,Male
27960,RANDALL ALONSO,randall9@adventure-works.com,"$110,000",Partial College,Management,Male
28912,ALEJANDRO ZHU,alejandro17@adventure-works.com,"$100,000",Partial College,Management,Male
13799,BRYAN BAILEY,bryan16@adventure-works.com,"$30,000",Partial College,Manual,Male
13800,LOGAN LI,logan26@adventure-works.com,"$30,000",Partial College,Manual,Male
16278,ANGEL TURNER,angel27@adventure-works.com,"$30,000",Partial College,Manual,Male
16416,BRIAN RIVERA,brian28@adventure-works.com,"$30,000",Partial College,Manual,Male
16417,NOAH BRYANT,noah15@adventure-works.com,"$30,000",Partial College,Manual,Male
21082,JASON EDWARDS,jason31@adventure-works.com,"$30,000",Partial College,Manual,Male
22663,TERRENCE DENG,terrence2@adventure-works.com,"$30,000",Partial College,Manual,Male
22671,WYATT KING,wyatt29@adventure-works.com,"$30,000",Partial College,Manual,Male
24086,DAKOTA GONZALES,dakota13@adventure-works.com,"$30,000",Partial College,Manual,Male
26853,SHANE RANA,shane14@adventure-works.com,"$30,000",Partial College,Manual,Male
11347,ROY NAVARRO,roy30@adventure-works.com,"$10,000",Partial College,Manual,Male
11348,SHAWN RAI,shawn19@adventure-works.com,"$10,000",Partial College,Manual,Male
11352,RAYMOND RODRIGUEZ,raymond20@adventure-works.com,"$10,000",Partial College,Manual,Male
11356,TERRENCE CARSON,terrence15@adventure-works.com,"$10,000",Partial College,Manual,Male
11357,RAMON YE,ramon9@adventure-works.com,"$10,000",Partial College,Manual,Male
11359,JARROD PRASAD,jarrod9@adventure-works.com,"$10,000",Partial College,Manual,Male
11360,TYRONE SERRANO,tyrone15@adventure-works.com,"$10,000",Partial College,Manual,Male
12230,WESLEY ZHENG,wesley19@adventure-works.com,"$10,000",Partial College,Manual,Male
12232,SEAN HERNANDEZ,sean51@adventure-works.com,"$10,000",Partial College,Manual,Male
12233,JERRY YUAN,jerry7@adventure-works.com,"$10,000",Partial College,Manual,Male
12234,CLARENCE ZENG,clarence15@adventure-works.com,"$10,000",Partial College,Manual,Male
12240,CLAYTON SHARMA,clayton27@adventure-works.com,"$10,000",Partial College,Manual,Male
12242,GILBERT LIANG,gilbert14@adventure-works.com,"$10,000",Partial College,Manual,Male
12245,FRANCISCO GONZALEZ,francisco20@adventure-works.com,"$10,000",Partial College,Manual,Male
12287,ANDRE ARUN,andre6@adventure-works.com,"$10,000",Partial College,Manual,Male
12545,MARC RUIZ,marc5@adventure-works.com,"$10,000",Partial College,Manual,Male
12550,AUSTIN DIAZ,austin18@adventure-works.com,"$10,000",Partial College,Manual,Male
12570,CASEY MUNOZ,casey31@adventure-works.com,"$10,000",Partial College,Manual,Male
12573,GRANT RAI,grant19@adventure-works.com,"$10,000",Partial College,Manual,Male
12574,DEREK RAJE,derek12@adventure-works.com,"$10,000",Partial College,Manual,Male
12576,WALTER DOMINGUEZ,walter6@adventure-works.com,"$10,000",Partial College,Manual,Male
12577,FRANCIS SANZ,francis18@adventure-works.com,"$10,000",Partial College,Manual,Male
12578,GAVIN PERRY,gavin7@adventure-works.com,"$10,000",Partial College,Manual,Male
12580,CEDRIC SHE,cedric23@adventure-works.com,"$10,000",Partial College,Manual,Male
12623,JESSE SANCHEZ,jesse18@adventure-works.com,"$10,000",Partial College,Manual,Male
13503,THEODORE GOMEZ,theodore1@adventure-works.com,"$10,000",Partial College,Manual,Male
13506,WILLIE GUO,willie16@adventure-works.com,"$10,000",Partial College,Manual,Male
13510,JON SHEN,jon43@adventure-works.com,"$10,000",Partial College,Manual,Male
13511,ERNEST LIU,ernest4@adventure-works.com,"$10,000",Partial College,Manual,Male
13518,BRENDAN GOLDSTEIN,brendan17@adventure-works.com,"$10,000",Partial College,Manual,Male
13519,LUCAS FOSTER,lucas64@adventure-works.com,"$10,000",Partial College,Manual,Male
14123,ERICK MEHTA,erick13@adventure-works.com,"$10,000",Partial College,Manual,Male
14124,JUSTIN LI,justin23@adventure-works.com,"$10,000",Partial College,Manual,Male
14125,SHANE GONZALEZ,shane21@adventure-works.com,"$10,000",Partial College,Manual,Male
14126,ANDY DOMINGUEZ,andy17@adventure-works.com,"$10,000",Partial College,Manual,Male
14544,DARRYL WEST,darryl1@adventure-works.com,"$10,000",Partial College,Manual,Male
14547,NOAH THOMPSON,noah63@adventure-works.com,"$10,000",Partial College,Manual,Male
14549,ARTURO GOEL,arturo44@adventure-works.com,"$10,000",Partial College,Manual,Male
14556,RAFAEL HE,rafael19@adventure-works.com,"$10,000",Partial College,Manual,Male
14557,MATHEW SANZ,mathew16@adventure-works.com,"$10,000",Partial College,Manual,Male
14768,IAN KELLY,ian67@adventure-works.com,"$10,000",Partial College,Manual,Male
15029,ALEJANDRO YE,alejandro12@adventure-works.com,"$10,000",Partial College,Manual,Male
15462,TONY CHANDE,tony17@adventure-works.com,"$10,000",Partial College,Manual,Male
15463,TERRENCE YUAN,terrence7@adventure-works.com,"$10,000",Partial College,Manual,Male
15640,GARY GOMEZ,gary11@adventure-works.com,"$10,000",Partial College,Manual,Male
15641,MARCO SARA,marco11@adventure-works.com,"$10,000",Partial College,Manual,Male
15679,ROBERT PATTERSON,robert24@adventure-works.com,"$10,000",Partial College,Manual,Male
16050,REGINALD MORENO,reginald13@adventure-works.com,"$10,000",Partial College,Manual,Male
16055,RYAN LEE,ryan58@adventure-works.com,"$10,000",Partial College,Manual,Male
16510,BRAD NARA,brad17@adventure-works.com,"$10,000",Partial College,Manual,Male
16513,RONNIE WAGNER,ronnie1@adventure-works.com,"$10,000",Partial College,Manual,Male
16514,MANUEL FERNANDEZ,manuel14@adventure-works.com,"$10,000",Partial College,Manual,Male
16515,TROY SAI,troy6@adventure-works.com,"$10,000",Partial College,Manual,Male
17713,DAVID JOHNSON,david74@adventure-works.com,"$10,000",Partial College,Manual,Male
17717,JEREMIAH MILLER,jeremiah0@adventure-works.com,"$10,000",Partial College,Manual,Male
17725,DANIEL MARTINEZ,daniel15@adventure-works.com,"$10,000",Partial College,Manual,Male
17729,EDGAR GARCIA,edgar16@adventure-works.com,"$10,000",Partial College,Manual,Male
17768,LUIS PARKER,luis33@adventure-works.com,"$10,000",Partial College,Manual,Male
17769,NATHAN MARTIN,nathan72@adventure-works.com,"$10,000",Partial College,Manual,Male
17770,GRANT XIE,grant5@adventure-works.com,"$10,000",Partial College,Manual,Male
17890,DERRICK JIMÉNEZ,derrick5@adventure-works.com,"$10,000",Partial College,Manual,Male
17895,ALLEN SUBRAM,allen11@adventure-works.com,"$10,000",Partial College,Manual,Male
17905,CALVIN YUAN,calvin7@adventure-works.com,"$10,000",Partial College,Manual,Male
17906,JONATHON VAZQUEZ,jonathon11@adventure-works.com,"$10,000",Partial College,Manual,Male
17908,WARREN YANG,warren22@adventure-works.com,"$10,000",Partial College,Manual,Male
19255,TERRANCE SARA,terrance7@adventure-works.com,"$10,000",Partial College,Manual,Male
19258,DOUGLAS MEHTA,douglas18@adventure-works.com,"$10,000",Partial College,Manual,Male
19264,KRISTOPHER GONZALEZ,kristopher17@adventure-works.com,"$10,000",Partial College,Manual,Male
19265,DALE RAJI,dale19@adventure-works.com,"$10,000",Partial College,Manual,Male
19266,GRANT XU,grant7@adventure-works.com,"$10,000",Partial College,Manual,Male
19267,MARSHALL RAJE,marshall34@adventure-works.com,"$10,000",Partial College,Manual,Male
19300,CLARENCE HU,clarence13@adventure-works.com,"$10,000",Partial College,Manual,Male
19302,BRAD XIE,brad3@adventure-works.com,"$10,000",Partial College,Manual,Male
20143,JIMMY SUAREZ,jimmy23@adventure-works.com,"$10,000",Partial College,Manual,Male
20144,ROGER LIN,roger12@adventure-works.com,"$10,000",Partial College,Manual,Male
20148,TERRY NATH,terry21@adventure-works.com,"$10,000",Partial College,Manual,Male
20152,RAFAEL SHE,rafael23@adventure-works.com,"$10,000",Partial College,Manual,Male
20154,RAUL LUO,raul6@adventure-works.com,"$10,000",Partial College,Manual,Male
20155,JAY FERNANDEZ,jay22@adventure-works.com,"$10,000",Partial College,Manual,Male
20801,RONALD CHANDRA,ronald4@adventure-works.com,"$10,000",Partial College,Manual,Male
20802,JON LI,jon22@adventure-works.com,"$10,000",Partial College,Manual,Male
20805,BRANDON WILLIAMS,brandon40@adventure-works.com,"$10,000",Partial College,Manual,Male
20806,JAMES LOPEZ,james69@adventure-works.com,"$10,000",Partial College,Manual,Male
20807,JORDAN FOSTER,jordan13@adventure-works.com,"$10,000",Partial College,Manual,Male
20809,BENJAMIN ANDERSON,benjamin44@adventure-works.com,"$10,000",Partial College,Manual,Male
20812,PRESTON PRASAD,preston8@adventure-works.com,"$10,000",Partial College,Manual,Male
20813,MICHAEL ROTHKUGEL,michael22@adventure-works.com,"$10,000",Partial College,Manual,Male
20817,GEOFFREY RODRIGUEZ,geoffrey17@adventure-works.com,"$10,000",Partial College,Manual,Male
20867,NOAH JOHNSON,noah57@adventure-works.com,"$10,000",Partial College,Manual,Male
20967,CASEY ROWE,casey25@adventure-works.com,"$10,000",Partial College,Manual,Male
20968,ARTURO YUAN,arturo31@adventure-works.com,"$10,000",Partial College,Manual,Male
20970,ISAIAH RICHARDSON,isaiah8@adventure-works.com,"$10,000",Partial College,Manual,Male
20981,CRAIG ROMERO,craig10@adventure-works.com,"$10,000",Partial College,Manual,Male
22399,ARTHUR FERNANDEZ,arthur18@adventure-works.com,"$10,000",Partial College,Manual,Male
22400,RUBEN MARTIN,ruben23@adventure-works.com,"$10,000",Partial College,Manual,Male
22401,IAN PRICE,ian40@adventure-works.com,"$10,000",Partial College,Manual,Male
22402,CLARENCE XIE,clarence18@adventure-works.com,"$10,000",Partial College,Manual,Male
22403,CEDRIC BECK,cedric38@adventure-works.com,"$10,000",Partial College,Manual,Male
22405,LEONARD BECKER,leonard22@adventure-works.com,"$10,000",Partial College,Manual,Male
22455,ROY KAPOOR,roy1@adventure-works.com,"$10,000",Partial College,Manual,Male
22557,JASON SCOTT,jason41@adventure-works.com,"$10,000",Partial College,Manual,Male
22558,ERNEST YE,ernest9@adventure-works.com,"$10,000",Partial College,Manual,Male
22563,DARREN WEBER,darren6@adventure-works.com,"$10,000",Partial College,Manual,Male
22566,DAMIEN PAL,damien28@adventure-works.com,"$10,000",Partial College,Manual,Male
22571,ARMANDO VAZQUEZ,armando15@adventure-works.com,"$10,000",Partial College,Manual,Male
22573,LANCE SANZ,lance20@adventure-works.com,"$10,000",Partial College,Manual,Male
22574,RANDY ZHENG,randy22@adventure-works.com,"$10,000",Partial College,Manual,Male
22622,NEIL SANZ,neil19@adventure-works.com,"$10,000",Partial College,Manual,Male
22623,JAMIE SUAREZ,jamie41@adventure-works.com,"$10,000",Partial College,Manual,Male
23978,PHILIP ORTEGA,philip21@adventure-works.com,"$10,000",Partial College,Manual,Male
23979,DAMIEN CHEN,damien1@adventure-works.com,"$10,000",Partial College,Manual,Male
23981,CESAR MARTINEZ,cesar17@adventure-works.com,"$10,000",Partial College,Manual,Male
23982,ADAM DIAZ,adam18@adventure-works.com,"$10,000",Partial College,Manual,Male
23991,TODD ZHAO,todd9@adventure-works.com,"$10,000",Partial College,Manual,Male
23994,RAYMOND SUBRAM,raymond15@adventure-works.com,"$10,000",Partial College,Manual,Male
23996,RICHARD LEE,richard16@adventure-works.com,"$10,000",Partial College,Manual,Male
23997,KRISTOPHER SRINI,kristopher8@adventure-works.com,"$10,000",Partial College,Manual,Male
23998,ARTURO RAJI,arturo45@adventure-works.com,"$10,000",Partial College,Manual,Male
23999,GILBERT LI,gilbert2@adventure-works.com,"$10,000",Partial College,Manual,Male
24000,RANDY YANG,randy6@adventure-works.com,"$10,000",Partial College,Manual,Male
24149,RICHARD SIMMONS,richard70@adventure-works.com,"$10,000",Partial College,Manual,Male
24150,JACK CAMPBELL,jack42@adventure-works.com,"$10,000",Partial College,Manual,Male
24158,OMAR DENG,omar23@adventure-works.com,"$10,000",Partial College,Manual,Male
24160,CARL YUAN,carl6@adventure-works.com,"$10,000",Partial College,Manual,Male
24161,LUKE KUMAR,luke17@adventure-works.com,"$10,000",Partial College,Manual,Male
24162,GRANT RAJE,grant16@adventure-works.com,"$10,000",Partial College,Manual,Male
24163,MICAH GUO,micah5@adventure-works.com,"$10,000",Partial College,Manual,Male
24212,TONY RAJE,tony16@adventure-works.com,"$10,000",Partial College,Manual,Male
24213,MARTIN RANA,martin16@adventure-works.com,"$10,000",Partial College,Manual,Male
25543,RAMON CHEN,ramon1@adventure-works.com,"$10,000",Partial College,Manual,Male
25554,JERMAINE PEREZ,jermaine20@adventure-works.com,"$10,000",Partial College,Manual,Male
25557,TYRONE NAVARRO,tyrone9@adventure-works.com,"$10,000",Partial College,Manual,Male
25558,ZACHARY WILSON,zachary36@adventure-works.com,"$10,000",Partial College,Manual,Male
25569,JÉSUS ALVAREZ,jésus5@adventure-works.com,"$10,000",Partial College,Manual,Male
25696,DAMIEN LUO,damien23@adventure-works.com,"$10,000",Partial College,Manual,Male
25697,MIGUEL HARRIS,miguel13@adventure-works.com,"$10,000",Partial College,Manual,Male
25699,MARCUS KELLY,marcus76@adventure-works.com,"$10,000",Partial College,Manual,Male
25704,SETH MURPHY,seth86@adventure-works.com,"$10,000",Partial College,Manual,Male
25705,LEVI PRASAD,levi8@adventure-works.com,"$10,000",Partial College,Manual,Male
25706,FRANCISCO MADAN,francisco8@adventure-works.com,"$10,000",Partial College,Manual,Male
25707,LOUIS RAJE,louis30@adventure-works.com,"$10,000",Partial College,Manual,Male
26906,DARRELL RAI,darrell6@adventure-works.com,"$10,000",Partial College,Manual,Male
26917,ROBERTO DOMINGUEZ,roberto13@adventure-works.com,"$10,000",Partial College,Manual,Male
26960,JOSE THOMAS,jose72@adventure-works.com,"$10,000",Partial College,Manual,Male
27132,EDUARDO GONZALEZ,eduardo32@adventure-works.com,"$10,000",Partial College,Manual,Male
27848,FERNANDO PEREZ,fernando37@adventure-works.com,"$10,000",Partial College,Manual,Male
27854,MARC RUBIO,marc25@adventure-works.com,"$10,000",Partial College,Manual,Male
